Country;Age_Group;Gender;EmploymentType;JobType;InformalWorker;Informal_Work_Type;OtherJob;JobLoss;JobRegain;MonthlyIncome;MonthlyIncome Bracket;IncomeChange;ExpenseResponsibility;LengthSurvival;MoneyForExpenses;ConcernExpenses;Expense_Concern_Rating;MonthlyNeed;TopPriority;LowPriority;Aid;AidSource_Aid_Organisations;AidSource_Charities_Donations;AidSource_Friends_family;AidSource_Government;AidSource_Not sure;AidSource_Other;AidSource_Religious_Organizations;COVIDLoans;MobileMoneyActivity;MobileMoneyDeposit;GovernmentPriority;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;1;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;5;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Employed full time;Educator;No;N/A;N/A;Prefer not to say;N/A;0-15000;1;Decreased a bit;Yes;< a month;Loan/ Credit;More concerned;3;0-15000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Savings;More concerned;3;0-15000;Rent;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;Don’t know;Loan/ Credit;More concerned;5;30001- 45000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Female;Employed full time;Other;Yes;Seller;Comerciante;No-I’m still able to work;N/A;0-15000;1;Decreased a lot;Yes;< a month;Loan/ Credit;More concerned;1;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Other;N/A;Yes;Seller;Negociante;Yes;Don't know;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Other;Yes;Seller;Comercio;No-I’m still able to work;N/A;0-15000;1;Decreased a lot;Yes;< a month;Salary/income;More concerned;5;0-15000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Government;No;N/A;N/A;No-I’m still able to work;N/A;30001- 45000;3;No change;Yes;Don’t know;Salary/income;More concerned;5;45001- 100000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
Mozambique;26-35;Male;Employed full time;Small business owner/employee;Yes;Transportation;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a lot;Yes;< a month;Salary/income;Less concerned;5;30001- 45000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
Mozambique;26-35;Male;Self-employed;N/A;Yes;Sewing/tailoring;Estofaria;Yes;Don't know;0-15000;1;Decreased a bit;Yes;Don’t know;Loan/ Credit;More concerned;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;No;Reopening the economy;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;26-35;Male;Employed part time;Other;Yes;Construction/Mechanic/Electrician;Construção civil;Yes;Don't know;0-15000;1;Decreased a lot;Yes;Don’t know;Loan/ Credit;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Not sure;;
Mozambique;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Loan/ Credit;More concerned;5;100001 - 200000;Medical account;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed part time;Other;Yes;Transportation;Motorista;Yes;Yes;15001 - 30000;2;Decreased a lot;Yes;1 month;Other;More concerned;5;15001 - 30000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Other;Yes;Security officer;Seguranca;Yes;Yes;15001 - 30000;2;Decreased a bit;Yes;2-4 months;Loan/ Credit;More concerned;1;100001 - 200000;Vehicle Loan;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Reopening the economy;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;School fees;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;18-25;Female;Employed part time;Healthcare;No;N/A;N/A;No-I’m still able to work;N/A;45001- 100000;4;No change;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Savings;More concerned;1;45001- 100000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed part time;Large business;No;N/A;N/A;Yes;No;0-15000;1;Decreased a lot;Yes;Don’t know;Loan/ Credit;More concerned;5;15001 - 30000;Credit card;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;26-35;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;Less concerned;1;0-15000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;2;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;Yes;Don’t know;Salary/income;No change;5;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;30001- 45000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;1;Over 200000;Medical account;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;No;Other;;
Mozambique;18-25;Male;Employed full time;Large business;No;N/A;N/A;Prefer not to say;N/A;0-15000;1;Decreased a lot;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Other;N/A;Yes;Seller;Conta propria venda de credito ,sacos e bolachas e diversos;Yes;Don't know;Over 200000;6;Decreased a bit;Yes;Don’t know;Other;More concerned;4;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Large business;No;N/A;N/A;Prefer not to say;N/A;45001- 100000;4;Increased a bit;Yes;< a month;Salary/income;More concerned;4;45001- 100000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Small business owner/employee;Yes;Seller;N/A;Yes;Yes;0-15000;1;Decreased a lot;Yes;< a month;Loan/ Credit;No change;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;30001- 45000;3;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed part time;Other;;N/A;HORTELEIRA;Prefer not to say;N/A;0-15000;1;Decreased a lot;Yes;Don’t know;Other;Less concerned;5;15001 - 30000;Credit card;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;18-25;Male;Employed full time;Other;;N/A;Atleta;Yes;Yes;0-15000;1;Decreased a lot;Yes;2-4 months;Loan/ Credit;Less concerned;5;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed full time;Other;;N/A;NUMA PRIVADA NAS BOMBAS DE COMBOSTIVEL;Yes;Yes;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;1;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Savings;More concerned;5;15001 - 30000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;15001 - 30000;Home Loan;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;15001 - 30000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Other;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;15001 - 30000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Healthcare;No;N/A;N/A;Yes;Yes;0-15000;1;No change;Yes;< a month;Salary/income;More concerned;5;15001 - 30000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
Mozambique;26-35;Female;Employed full time;Small business owner/employee;Yes;Agriculture;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a lot;Yes;Don’t know;Other;More concerned;5;15001 - 30000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Large business;No;N/A;N/A;No-I’m still able to work;N/A;45001- 100000;4;No change;Yes;< a month;Salary/income;No change;4;30001- 45000;Medical account;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Employed part time;Small business owner/employee;Yes;Food service;N/A;Yes;Don't know;0-15000;1;Decreased a bit;Yes;Don’t know;Loan/ Credit;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;Yes;Other;;
Mozambique;18-25;Female;Self-employed;N/A;Yes;Hair/Skin/Nail services;N/A;No-I’m still able to work;N/A;0-15000;1;Decreased a bit;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;No;Protecting people from COVID-19;;
Mozambique;18-25;Male;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;5+ months;Savings;More concerned;5;15001 - 30000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Reopening the economy;;
Mozambique;36+;Male;Other;N/A;No;N/A;Professor;Yes;Yes;0-15000;1;No change;Yes;< a month;Salary/income;No change;1;0-15000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Not sure;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Male;Employed full time;Healthcare;No;N/A;N/A;Yes;Yes;0-15000;1;No change;Yes;< a month;Salary/income;More concerned;1;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Loan/ Credit;More concerned;5;0-15000;Home Loan;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed part time;Other;;N/A;Guarda;Prefer not to say;N/A;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Not sure;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;5;15001 - 30000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Increased;No;Protecting people from COVID-19;;
Mozambique;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;30001- 45000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;3;15001 - 30000;Food;Medical account;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed part time;Educator;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a bit;Yes;Don’t know;Savings;More concerned;5;0-15000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;15001 - 30000;2;Decreased a lot;Yes;< a month;Salary/income;Less concerned;5;15001 - 30000;Home Loan;Vehicle Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;45001- 100000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Other;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Not sure;;
Mozambique;36+;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;1;0-15000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Self-employed;N/A;Yes;Agriculture;N/A;Yes;Don't know;0-15000;1;Decreased a lot;Yes;1 month;Savings;More concerned;1;15001 - 30000;Other;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Savings;More concerned;1;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Don’t know;No;Protecting people from COVID-19;;
Mozambique;36+;Female;Employed part time;Healthcare;No;N/A;N/A;Yes;Yes;15001 - 30000;2;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;15001 - 30000;Rent;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;15001 - 30000;2;Decreased a lot;Yes;2-4 months;Loan/ Credit;Less concerned;5;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;36+;Female;Other;N/A;;N/A;Por momento estou em casa;Yes;Yes;0-15000;1;Decreased a lot;Yes;< a month;Savings;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Savings;More concerned;5;30001- 45000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Reopening the economy;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;Yes;Yes;45001- 100000;4;Decreased a lot;Yes;< a month;Salary/income;More concerned;1;Over 200000;Food;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Savings;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;2-4 months;Salary/income;More concerned;5;15001 - 30000;Home Loan;Credit card;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;Yes;Not sure;;
Mozambique;36+;Male;Employed full time;Educator;No;N/A;N/A;No-I’m still able to work;N/A;45001- 100000;4;No change;Yes;1 month;Salary/income;No change;1;30001- 45000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Not sure;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Other;More concerned;5;0-15000;Food;Other;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;36+;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;5;15001 - 30000;Food;School fees;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;18-25;Female;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;< a month;Salary/income;More concerned;1;0-15000;Food;Rent;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Protecting people from COVID-19;;
Mozambique;26-35;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Not sure;;
Mozambique;36+;Female;Employed part time;Small business owner/employee;Yes;Seller;N/A;Yes;No;15001 - 30000;2;Decreased a lot;Yes;1 month;Loan/ Credit;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Reopening the economy;;
Mozambique;26-35;Female;Self-employed;N/A;Yes;Food service;N/A;Prefer not to say;N/A;15001 - 30000;2;Increased a lot;Yes;< a month;Salary/income;No change;1;30001- 45000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Increased;Yes;Reopening the economy;;
Mozambique;18-25;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;1 month;Salary/income;More concerned;5;15001 - 30000;Rent;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Protecting people from COVID-19;;
Mozambique;26-35;Male;Unemployed;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;Yes;Don’t know;Other;More concerned;5;0-15000;Other;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Don’t know;No;Protecting people from COVID-19;;
Mozambique;26-35;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;15001 - 30000;2;No change;Yes;1 month;Salary/income;More concerned;5;15001 - 30000;Other;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;No;Protecting people from COVID-19;;
Mozambique;18-25;Female;Student;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Yes;Decreased;No;Other;;
Mozambique;26-35;Female;Employed full time;Educator;No;N/A;N/A;Yes;Yes;15001 - 30000;2;Decreased a lot;Yes;< a month;Salary/income;More concerned;1;0-15000;School fees;Food;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Stayed the same;Yes;Reopening the economy;;
Mozambique;36+;Female;Employed full time;Government;No;N/A;N/A;Yes;Yes;0-15000;1;Decreased a bit;Yes;< a month;Salary/income;More concerned;5;0-15000;Food;Home Loan;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;Decreased;Yes;Reopening the economy;;
